srno,Sowing_Time,Region,Min_Temp,Max_Temp,Soil_pH,Soil_Type,Min_Rainfall,Max_Rainfall,Rainfall,Temperature,Crop
1615,september,karnataka,15,35,7,clay soil,50,60,55,25,grapes
1616,october,karnataka,15,35,7,clay soil,50,60,55,25,grapes
1617,september,punjab,15,35,7,clay soil,50,60,55,25,grapes
1618,october,punjab,15,35,7,clay soil,50,60,55,25,grapes
1619,september,haryana,15,35,7,clay soil,50,60,55,25,grapes
1620,october,haryana,15,35,7,clay soil,50,60,55,25,grapes
1621,september,delhi,15,35,7,clay soil,50,60,55,25,grapes
1622,october,delhi,15,35,7,clay soil,50,60,55,25,grapes
1623,september,uttar pradesh,15,35,7,clay soil,50,60,55,25,grapes
1624,october,uttar pradesh,15,35,7,clay soil,50,60,55,25,grapes
1625,september,rajasthan,15,35,7,clay soil,50,60,55,25,grapes
1626,october,rajasthan,15,35,7,clay soil,50,60,55,25,grapes
1627,september,maharashtra,15,35,7,clay soil,50,60,55,25,grapes
1628,october,maharashtra,15,35,7,clay soil,50,60,55,25,grapes
1629,september,tamil nadu,15,35,7,clay soil,50,60,55,25,grapes
1630,october,tamil nadu,15,35,7,clay soil,50,60,55,25,grapes
1631,september,gujrat,15,35,7,clay soil,50,60,55,25,grapes
1632,october,gujrat,15,35,7,clay soil,50,60,55,25,grapes
1633,september,madhya pradesh,15,35,7,clay soil,50,60,55,25,grapes
1634,october,madhya pradesh,15,35,7,clay soil,50,60,55,25,grapes
1635,february,andhra pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1636,february,arunachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1637,february,assam,15,30,5.75,clay soil,95,105,100,22.5,guava
1638,february,chhattisgarh,15,30,5.75,clay soil,95,105,100,22.5,guava
1639,february,delhi,15,30,5.75,clay soil,95,105,100,22.5,guava
1640,february,gujrat,15,30,5.75,clay soil,95,105,100,22.5,guava
1641,february,haryana,15,30,5.75,clay soil,95,105,100,22.5,guava
1642,february,himachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1643,february,jammu kashmir,15,30,5.75,clay soil,95,105,100,22.5,guava
1644,february,karnataka,15,30,5.75,clay soil,95,105,100,22.5,guava
1645,february,madhya pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1646,february,maharashtra,15,30,5.75,clay soil,95,105,100,22.5,guava
1647,february,manipur,15,30,5.75,clay soil,95,105,100,22.5,guava
1648,february,mizoram,15,30,5.75,clay soil,95,105,100,22.5,guava
1649,february,nagaland,15,30,5.75,clay soil,95,105,100,22.5,guava
1650,february,odisha,15,30,5.75,clay soil,95,105,100,22.5,guava
1651,february,punjab,15,30,5.75,clay soil,95,105,100,22.5,guava
1652,february,rajasthan,15,30,5.75,clay soil,95,105,100,22.5,guava
1653,february,tamil nadu,15,30,5.75,clay soil,95,105,100,22.5,guava
1654,february,uttar pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1655,february,uttarakhand,15,30,5.75,clay soil,95,105,100,22.5,guava
1656,february,west bengal,15,30,5.75,clay soil,95,105,100,22.5,guava
1657,march,andhra pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1658,march,arunachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1659,march,assam,15,30,5.75,clay soil,95,105,100,22.5,guava
1660,march,chhattisgarh,15,30,5.75,clay soil,95,105,100,22.5,guava
1661,march,delhi,15,30,5.75,clay soil,95,105,100,22.5,guava
1662,march,gujrat,15,30,5.75,clay soil,95,105,100,22.5,guava
1663,march,haryana,15,30,5.75,clay soil,95,105,100,22.5,guava
1664,march,himachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1665,march,jammu kashmir,15,30,5.75,clay soil,95,105,100,22.5,guava
1666,march,karnataka,15,30,5.75,clay soil,95,105,100,22.5,guava
1667,march,madhya pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1668,march,maharashtra,15,30,5.75,clay soil,95,105,100,22.5,guava
1669,march,manipur,15,30,5.75,clay soil,95,105,100,22.5,guava
1670,march,mizoram,15,30,5.75,clay soil,95,105,100,22.5,guava
1671,march,nagaland,15,30,5.75,clay soil,95,105,100,22.5,guava
1672,march,odisha,15,30,5.75,clay soil,95,105,100,22.5,guava
1673,march,punjab,15,30,5.75,clay soil,95,105,100,22.5,guava
1674,march,rajasthan,15,30,5.75,clay soil,95,105,100,22.5,guava
1675,march,tamil nadu,15,30,5.75,clay soil,95,105,100,22.5,guava
1676,march,uttar pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1677,march,uttarakhand,15,30,5.75,clay soil,95,105,100,22.5,guava
1678,march,west bengal,15,30,5.75,clay soil,95,105,100,22.5,guava
1679,august,andhra pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1680,august,arunachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1681,august,assam,15,30,5.75,clay soil,95,105,100,22.5,guava
1682,august,chhattisgarh,15,30,5.75,clay soil,95,105,100,22.5,guava
1683,august,delhi,15,30,5.75,clay soil,95,105,100,22.5,guava
1684,august,gujrat,15,30,5.75,clay soil,95,105,100,22.5,guava
1685,august,haryana,15,30,5.75,clay soil,95,105,100,22.5,guava
1686,august,himachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1687,august,jammu kashmir,15,30,5.75,clay soil,95,105,100,22.5,guava
1688,august,karnataka,15,30,5.75,clay soil,95,105,100,22.5,guava
1689,august,madhya pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1690,august,maharashtra,15,30,5.75,clay soil,95,105,100,22.5,guava
1691,august,manipur,15,30,5.75,clay soil,95,105,100,22.5,guava
1692,august,mizoram,15,30,5.75,clay soil,95,105,100,22.5,guava
1693,august,nagaland,15,30,5.75,clay soil,95,105,100,22.5,guava
1694,august,odisha,15,30,5.75,clay soil,95,105,100,22.5,guava
1695,august,punjab,15,30,5.75,clay soil,95,105,100,22.5,guava
1696,august,rajasthan,15,30,5.75,clay soil,95,105,100,22.5,guava
1697,august,tamil nadu,15,30,5.75,clay soil,95,105,100,22.5,guava
1698,august,uttar pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1699,august,uttarakhand,15,30,5.75,clay soil,95,105,100,22.5,guava
1700,august,west bengal,15,30,5.75,clay soil,95,105,100,22.5,guava
1701,september,andhra pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1702,september,arunachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1703,september,assam,15,30,5.75,clay soil,95,105,100,22.5,guava
1704,september,chhattisgarh,15,30,5.75,clay soil,95,105,100,22.5,guava
1705,september,delhi,15,30,5.75,clay soil,95,105,100,22.5,guava
1706,september,gujrat,15,30,5.75,clay soil,95,105,100,22.5,guava
1707,september,haryana,15,30,5.75,clay soil,95,105,100,22.5,guava
1708,september,himachal pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1709,september,jammu kashmir,15,30,5.75,clay soil,95,105,100,22.5,guava
1710,september,karnataka,15,30,5.75,clay soil,95,105,100,22.5,guava
1711,september,madhya pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1712,september,maharashtra,15,30,5.75,clay soil,95,105,100,22.5,guava
1713,september,manipur,15,30,5.75,clay soil,95,105,100,22.5,guava
1714,september,mizoram,15,30,5.75,clay soil,95,105,100,22.5,guava
1715,september,nagaland,15,30,5.75,clay soil,95,105,100,22.5,guava
1716,september,odisha,15,30,5.75,clay soil,95,105,100,22.5,guava
1717,september,punjab,15,30,5.75,clay soil,95,105,100,22.5,guava
1718,september,rajasthan,15,30,5.75,clay soil,95,105,100,22.5,guava
1719,september,tamil nadu,15,30,5.75,clay soil,95,105,100,22.5,guava
1720,september,uttar pradesh,15,30,5.75,clay soil,95,105,100,22.5,guava
1721,september,uttarakhand,15,30,5.75,clay soil,95,105,100,22.5,guava
1722,september,west bengal,15,30,5.75,clay soil,95,105,100,22.5,guava
1723,june,assam,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1724,june,chhattisgarh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1725,june,himachal pradesh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1726,june,jharkhand,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1727,june,karnataka,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1728,june,kerala,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1729,june,madhya pradesh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1730,june,maharashtra,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1731,june,meghalaya,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1732,june,odisha,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1733,june,tamil nadu,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1734,june,tripura,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1735,june,assam,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1736,june,chhattisgarh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1737,june,himachal pradesh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1738,june,jharkhand,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1739,june,karnataka,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1740,june,kerala,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1741,june,madhya pradesh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1742,june,maharashtra,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1743,june,meghalaya,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1744,june,odisha,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1745,june,tamil nadu,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1746,june,tripura,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1747,july,assam,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1748,july,chhattisgarh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1749,july,himachal pradesh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1750,july,jharkhand,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1751,july,meghalaya,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1752,july,odisha,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1753,july,tripura,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1754,july,assam,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1755,july,chhattisgarh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1756,july,himachal pradesh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1757,july,jharkhand,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1758,july,meghalaya,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1759,july,odisha,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1760,july,tripura,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1761,august,assam,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1762,august,chhattisgarh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1763,august,himachal pradesh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1764,august,jharkhand,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1765,august,meghalaya,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1766,august,odisha,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1767,august,tripura,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1768,august,assam,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1769,august,chhattisgarh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1770,august,himachal pradesh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1771,august,jharkhand,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1772,august,meghalaya,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1773,august,odisha,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1774,august,tripura,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1775,july,karnataka,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1776,july,kerala,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1777,july,madhya pradesh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1778,july,maharashtra,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1779,july,tamil nadu,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1780,july,karnataka,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1781,july,kerala,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1782,july,madhya pradesh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1783,july,maharashtra,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1784,july,tamil nadu,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1785,august,karnataka,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1786,august,kerala,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1787,august,madhya pradesh,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1788,august,maharashtra,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1789,august,tamil nadu,22,35,6.75,alluvial soil,150,200,175,28.5,jackfruit
1790,august,karnataka,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1791,august,kerala,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1792,august,madhya pradesh,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1793,august,maharashtra,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1794,august,tamil nadu,22,35,6.75,laterite soil,150,200,175,28.5,jackfruit
1795,june,rajasthan,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1796,july,rajasthan,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1797,june,gujrat,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1798,july,gujrat,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1799,june,uttar pradesh,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1800,july,uttar pradesh,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1801,june,uttarakhand,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1802,july,uttarakhand,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1803,june,karnataka,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1804,july,karnataka,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1805,june,maharashtra,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1806,july,maharashtra,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1807,june,goa,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1808,july,goa,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1809,june,west bengal,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1810,july,west bengal,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1811,june,bihar,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1812,july,bihar,25,40,6.5,sandy soil,70,90,80,32.5,karonda
1813,january,himachal pradesh,7,38,6.9,loamy soil,145,155,150,22.5,kiwi
1814,january,uttar pradesh,7,38,6.15,loamy soil,145,155,150,22.5,kiwi
1815,january,jammu kashmir,7,38,6.21,loamy soil,145,155,150,22.5,kiwi
1816,january,sikkim,7,38,6.27,loamy soil,145,155,150,22.5,kiwi
1817,january,meghalaya,7,38,6.33,loamy soil,145,155,150,22.5,kiwi
1818,january,mizoram,7,38,6.39,loamy soil,145,155,150,22.5,kiwi
1819,january,nagaland,7,38,6.45,loamy soil,145,155,150,22.5,kiwi
1820,january,arunachal pradesh,7,38,6.51,loamy soil,145,155,150,22.5,kiwi
1821,january,kerala,7,38,6.57,loamy soil,145,155,150,22.5,kiwi
1822,march,andaman nicobar,25,30,6,loamy soil,89,305,197,27.5,lemon
1823,february,andaman nicobar,25,30,6,loamy soil,89,305,197,27.5,lemon
1824,march,andhra pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1825,february,andhra pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1826,march,arunachal pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1827,february,arunachal pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1828,march,assam,25,30,6,loamy soil,89,305,197,27.5,lemon
1829,february,assam,25,30,6,loamy soil,89,305,197,27.5,lemon
1830,march,bihar,25,30,6,loamy soil,89,305,197,27.5,lemon
1831,february,bihar,25,30,6,loamy soil,89,305,197,27.5,lemon
1832,march,chandigarh,25,30,6,loamy soil,89,305,197,27.5,lemon
1833,february,chandigarh,25,30,6,loamy soil,89,305,197,27.5,lemon
1834,march,chattisgarh,25,30,6,loamy soil,89,305,197,27.5,lemon
1835,february,chattisgarh,25,30,6,loamy soil,89,305,197,27.5,lemon
1836,march,delhi,25,30,6,loamy soil,89,305,197,27.5,lemon
1837,february,delhi,25,30,6,loamy soil,89,305,197,27.5,lemon
1838,march,gujrat,25,30,6,loamy soil,89,305,197,27.5,lemon
1839,february,gujrat,25,30,6,loamy soil,89,305,197,27.5,lemon
1840,march,haryana,25,30,6,loamy soil,89,305,197,27.5,lemon
1841,february,haryana,25,30,6,loamy soil,89,305,197,27.5,lemon
1842,march,himachal pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1843,february,himachal pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1844,march,jammu kashmir,25,30,6,loamy soil,89,305,197,27.5,lemon
1845,february,jammu kashmir,25,30,6,loamy soil,89,305,197,27.5,lemon
1846,march,jharkhand,25,30,6,loamy soil,89,305,197,27.5,lemon
1847,february,jharkhand,25,30,6,loamy soil,89,305,197,27.5,lemon
1848,march,karnataka,25,30,6,loamy soil,89,305,197,27.5,lemon
1849,february,karnataka,25,30,6,loamy soil,89,305,197,27.5,lemon
1850,march,madhya pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1851,february,madhya pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1852,march,maharashtra,25,30,6,loamy soil,89,305,197,27.5,lemon
1853,february,maharashtra,25,30,6,loamy soil,89,305,197,27.5,lemon
1854,march,manipur,25,30,6,loamy soil,89,305,197,27.5,lemon
1855,february,manipur,25,30,6,loamy soil,89,305,197,27.5,lemon
1856,march,meghalaya,25,30,6,loamy soil,89,305,197,27.5,lemon
1857,february,meghalaya,25,30,6,loamy soil,89,305,197,27.5,lemon
1858,march,mizoram,25,30,6,loamy soil,89,305,197,27.5,lemon
1859,february,mizoram,25,30,6,loamy soil,89,305,197,27.5,lemon
1860,march,nagaland,25,30,6,loamy soil,89,305,197,27.5,lemon
1861,february,nagaland,25,30,6,loamy soil,89,305,197,27.5,lemon
1862,march,odisha,25,30,6,loamy soil,89,305,197,27.5,lemon
1863,february,odisha,25,30,6,loamy soil,89,305,197,27.5,lemon
1864,march,puducherry,25,30,6,loamy soil,89,305,197,27.5,lemon
1865,february,puducherry,25,30,6,loamy soil,89,305,197,27.5,lemon
1866,march,rajasthan,25,30,6,loamy soil,89,305,197,27.5,lemon
1867,february,rajasthan,25,30,6,loamy soil,89,305,197,27.5,lemon
1868,march,punjab,25,30,6,loamy soil,89,305,197,27.5,lemon
1869,february,punjab,25,30,6,loamy soil,89,305,197,27.5,lemon
1870,march,sikkim,25,30,6,loamy soil,89,305,197,27.5,lemon
1871,february,sikkim,25,30,6,loamy soil,89,305,197,27.5,lemon
1872,march,tamil nadu,25,30,6,loamy soil,89,305,197,27.5,lemon
1873,february,tamil nadu,25,30,6,loamy soil,89,305,197,27.5,lemon
1874,march,tripura,25,30,6,loamy soil,89,305,197,27.5,lemon
1875,february,tripura,25,30,6,loamy soil,89,305,197,27.5,lemon
1876,march,uttar pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1877,february,uttar pradesh,25,30,6,loamy soil,89,305,197,27.5,lemon
1878,march,uttarakhand,25,30,6,loamy soil,89,305,197,27.5,lemon
1879,february,uttarakhand,25,30,6,loamy soil,89,305,197,27.5,lemon
1880,march,west bengal,25,30,6,loamy soil,89,305,197,27.5,lemon
1881,february,west bengal,25,30,6,loamy soil,89,305,197,27.5,lemon
1882,march,andhra pradesh,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1883,august,andhra pradesh,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1884,september,andhra pradesh,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1885,october,andhra pradesh,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1886,march,bihar,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1887,august,bihar,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1888,september,bihar,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1889,october,bihar,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1890,march,goa,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1891,august,goa,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1892,september,goa,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1893,october,goa,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1894,march,gujrat,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1895,august,gujrat,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1896,september,gujrat,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1897,october,gujrat,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1898,march,haryana,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1899,august,haryana,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1900,september,haryana,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
1901,october,haryana,22,27,6,alluvial soil,25,250,137.5,24.5,mangoes
